source,target
Owen shortened Emma .,"shorten . agent ( x _ 1 , Owen ) AND shorten . theme ( x _ 1 , Emma )"
Liam valued that the girl gave Emma a box in a house .,"* girl ( x _ 4 ) ; value . agent ( x _ 1 , Liam ) AND value . ccomp ( x _ 1 , x _ 5 ) AND give . agent ( x _ 5 , x _ 4 ) AND give . recipient ( x _ 5 , Emma ) AND give . theme ( x _ 5 , x _ 8 ) AND box ( x _ 8 ) AND box . nmod . in ( x _ 8 , x _ 11 ) AND house ( x _ 11 )"
A girl served Nathan the pickle beside the speaker .,"* pickle ( x _ 5 ) ; * speaker ( x _ 8 ) ; girl ( x _ 1 ) AND serve . agent ( x _ 2 , x _ 1 ) AND serve . recipient ( x _ 2 , Nathan ) AND serve . theme ( x _ 2 , x _ 5 ) AND pickle . nmod . beside ( x _ 5 , x _ 8 )"
The frog painted the mouse beside a box .,"* frog ( x _ 1 ) ; * mouse ( x _ 4 ) ; paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 ) AND mouse . nmod . beside ( x _ 4 , x _ 7 ) AND box ( x _ 7 )"
Emma painted the rose .,"* rose ( x _ 3 ) ; paint . agent ( x _ 1 , Emma ) AND paint . theme ( x _ 1 , x _ 3 )"
Owen crumpled a cake beside a keyboard .,"crumple . agent ( x _ 1 , Owen ) AND crumple . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . beside ( x _ 3 , x _ 6 ) AND keyboard ( x _ 6 )"
A dog liked a boy beside the TV .,"* tv ( x _ 7 ) ; dog ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND boy ( x _ 4 ) AND boy . nmod . beside ( x _ 4 , x _ 7 )"
The cake was floated by Isabella .,"* cake ( x _ 1 ) ; float . theme ( x _ 3 , x _ 1 ) AND float . agent ( x _ 3 , Isabella )"
The dog gave James the donut on a bed .,"* dog ( x _ 1 ) ; * donut ( x _ 5 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , James ) AND give . theme ( x _ 2 , x _ 5 ) AND donut . nmod . on ( x _ 5 , x _ 8 ) AND bed ( x _ 8 )"
Harper confessed that the teacher painted a weapon .,"* teacher ( x _ 4 ) ; confess . agent ( x _ 1 , Harper ) AND confess . ccomp ( x _ 1 , x _ 5 ) AND paint . agent ( x _ 5 , x _ 4 ) AND paint . theme ( x _ 5 , x _ 7 ) AND weapon ( x _ 7 )"
A baby was passed the cake by Liam .,"* cake ( x _ 5 ) ; baby ( x _ 1 ) AND pass . recipient ( x _ 3 , x _ 1 ) AND pass . theme ( x _ 3 , x _ 5 ) AND pass . agent ( x _ 3 , Liam )"
Emma was given the donut by Victoria .,"* donut ( x _ 4 ) ; give . recipient ( x _ 2 , Emma ) AND give . theme ( x _ 2 , x _ 4 ) AND give . agent ( x _ 2 , Victoria )"
A judge painted .,"judge ( x _ 1 ) AND paint . agent ( x _ 2 , x _ 1 )"
The teacher doubled .,"* teacher ( x _ 1 ) ; double . theme ( x _ 2 , x _ 1 )"
Emma appreciated the dog beside the bottle .,"* dog ( x _ 3 ) ; * bottle ( x _ 6 ) ; appreciate . agent ( x _ 1 , Emma ) AND appreciate . theme ( x _ 1 , x _ 3 ) AND dog . nmod . beside ( x _ 3 , x _ 6 )"
Anthony ate .,"eat . agent ( x _ 1 , Anthony )"
The donut was given to a buyer .,"* donut ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , x _ 6 ) AND buyer ( x _ 6 )"
The hamburger was rolled by a dog .,"* hamburger ( x _ 1 ) ; roll . theme ( x _ 3 , x _ 1 ) AND roll . agent ( x _ 3 , x _ 6 ) AND dog ( x _ 6 )"
The frog mailed the cake to a mouse .,"* frog ( x _ 1 ) ; * cake ( x _ 4 ) ; mail . agent ( x _ 2 , x _ 1 ) AND mail . theme ( x _ 2 , x _ 4 ) AND mail . recipient ( x _ 2 , x _ 7 ) AND mouse ( x _ 7 )"
The girl heard a pretzel .,"* girl ( x _ 1 ) ; hear . agent ( x _ 2 , x _ 1 ) AND hear . theme ( x _ 2 , x _ 4 ) AND pretzel ( x _ 4 )"
The cake was studied by the boy .,"* cake ( x _ 1 ) ; * boy ( x _ 6 ) ; study . theme ( x _ 3 , x _ 1 ) AND study . agent ( x _ 3 , x _ 6 )"
Liam gave the girl a sandwich .,"* girl ( x _ 3 ) ; give . agent ( x _ 1 , Liam ) AND give . recipient ( x _ 1 , x _ 3 ) AND give . theme ( x _ 1 , x _ 5 ) AND sandwich ( x _ 5 )"
A cake was eaten by the captain .,"* captain ( x _ 6 ) ; cake ( x _ 1 ) AND eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , x _ 6 )"
The melon was given to Mia by Ava .,"* melon ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Mia ) AND give . agent ( x _ 3 , Ava )"
A girl called the pancake on the bowl .,"* pancake ( x _ 4 ) ; * bowl ( x _ 7 ) ; girl ( x _ 1 ) AND call . agent ( x _ 2 , x _ 1 ) AND call . theme ( x _ 2 , x _ 4 ) AND pancake . nmod . on ( x _ 4 , x _ 7 )"
Emma gave the cookie to the cat .,"* cookie ( x _ 3 ) ; * cat ( x _ 6 ) ; give . agent ( x _ 1 , Emma ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 6 )"
A needle was sent to a prince by the mouse .,"* mouse ( x _ 9 ) ; needle ( x _ 1 ) AND send . theme ( x _ 3 , x _ 1 ) AND send . recipient ( x _ 3 , x _ 6 ) AND send . agent ( x _ 3 , x _ 9 ) AND prince ( x _ 6 )"
A penguin liked that a donut was given to Henry .,"penguin ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 7 ) AND donut ( x _ 5 ) AND give . theme ( x _ 7 , x _ 5 ) AND give . recipient ( x _ 7 , Henry )"
The lion rolled .,"* lion ( x _ 1 ) ; roll . theme ( x _ 2 , x _ 1 )"
The lawyer painted .,"* lawyer ( x _ 1 ) ; paint . agent ( x _ 2 , x _ 1 )"
The cat was passed a pretzel on a cupboard by Emma .,"* cat ( x _ 1 ) ; pass . recipient ( x _ 3 , x _ 1 ) AND pass . theme ( x _ 3 , x _ 5 ) AND pass . agent ( x _ 3 , Emma ) AND pretzel ( x _ 5 ) AND pretzel . nmod . on ( x _ 5 , x _ 8 ) AND cupboard ( x _ 8 )"
The girl was fed the cake by the dog .,"* girl ( x _ 1 ) ; * cake ( x _ 5 ) ; * dog ( x _ 8 ) ; feed . recipient ( x _ 3 , x _ 1 ) AND feed . theme ( x _ 3 , x _ 5 ) AND feed . agent ( x _ 3 , x _ 8 )"
A girl was offered a melon in a house by Emma .,"girl ( x _ 1 ) AND offer . recipient ( x _ 3 , x _ 1 ) AND offer . theme ( x _ 3 , x _ 5 ) AND offer . agent ( x _ 3 , Emma ) AND melon ( x _ 5 ) AND melon . nmod . in ( x _ 5 , x _ 8 ) AND house ( x _ 8 )"
Logan heard .,"hear . agent ( x _ 1 , Logan )"
smile,"LAMBDA a . LAMBDA e . smile . agent ( e , a )"
The donut was served to the teacher by Noah .,"* donut ( x _ 1 ) ; * teacher ( x _ 6 ) ; serve . theme ( x _ 3 , x _ 1 ) AND serve . recipient ( x _ 3 , x _ 6 ) AND serve . agent ( x _ 3 , Noah )"
A crown was wired to Emily .,"crown ( x _ 1 ) AND wire . theme ( x _ 3 , x _ 1 ) AND wire . recipient ( x _ 3 , Emily )"
The strawberry was liked by the girl .,"* strawberry ( x _ 1 ) ; * girl ( x _ 6 ) ; like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , x _ 6 )"
Emma returned a cake to the boy .,"* boy ( x _ 6 ) ; return . agent ( x _ 1 , Emma ) AND return . theme ( x _ 1 , x _ 3 ) AND return . recipient ( x _ 1 , x _ 6 ) AND cake ( x _ 3 )"
The banana was drawn .,"* banana ( x _ 1 ) ; draw . theme ( x _ 3 , x _ 1 )"
The donut was eaten by Henry .,"* donut ( x _ 1 ) ; eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , Henry )"
Liam awarded a box to a bee .,"award . agent ( x _ 1 , Liam ) AND award . theme ( x _ 1 , x _ 3 ) AND award . recipient ( x _ 1 , x _ 6 ) AND box ( x _ 3 ) AND bee ( x _ 6 )"
Emma longed to eat .,"long . agent ( x _ 1 , Emma ) AND long . xcomp ( x _ 1 , x _ 3 ) AND eat . agent ( x _ 3 , Emma )"
The pancake was burned .,"* pancake ( x _ 1 ) ; burn . theme ( x _ 3 , x _ 1 )"
A donut was lended to Ava by Jack .,"donut ( x _ 1 ) AND lend . theme ( x _ 3 , x _ 1 ) AND lend . recipient ( x _ 3 , Ava ) AND lend . agent ( x _ 3 , Jack )"
A teacher was passed a cake .,"teacher ( x _ 1 ) AND pass . recipient ( x _ 3 , x _ 1 ) AND pass . theme ( x _ 3 , x _ 5 ) AND cake ( x _ 5 )"
The donut was offered to a girl by a turkey .,"* donut ( x _ 1 ) ; offer . theme ( x _ 3 , x _ 1 ) AND offer . recipient ( x _ 3 , x _ 6 ) AND offer . agent ( x _ 3 , x _ 9 ) AND girl ( x _ 6 ) AND turkey ( x _ 9 )"
The shoe was drawn by a boy .,"* shoe ( x _ 1 ) ; draw . theme ( x _ 3 , x _ 1 ) AND draw . agent ( x _ 3 , x _ 6 ) AND boy ( x _ 6 )"
A cake was passed to the girl .,"* girl ( x _ 6 ) ; cake ( x _ 1 ) AND pass . theme ( x _ 3 , x _ 1 ) AND pass . recipient ( x _ 3 , x _ 6 )"
The biscuit was eaten .,"* biscuit ( x _ 1 ) ; eat . theme ( x _ 3 , x _ 1 )"
Ava forwarded the cake beside a stage to Emma .,"* cake ( x _ 3 ) ; forward . agent ( x _ 1 , Ava ) AND forward . theme ( x _ 1 , x _ 3 ) AND forward . recipient ( x _ 1 , Emma ) AND cake . nmod . beside ( x _ 3 , x _ 6 ) AND stage ( x _ 6 )"
A dog gasped .,"dog ( x _ 1 ) AND gasp . agent ( x _ 2 , x _ 1 )"
A girl discovered a donut .,"girl ( x _ 1 ) AND discover . agent ( x _ 2 , x _ 1 ) AND discover . theme ( x _ 2 , x _ 4 ) AND donut ( x _ 4 )"
The prisoner nursed .,"* prisoner ( x _ 1 ) ; nurse . agent ( x _ 2 , x _ 1 )"
The cake was returned to a girl .,"* cake ( x _ 1 ) ; return . theme ( x _ 3 , x _ 1 ) AND return . recipient ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )"
Sophia sold the melon on the table to the girl .,"* melon ( x _ 3 ) ; * table ( x _ 6 ) ; * girl ( x _ 9 ) ; sell . agent ( x _ 1 , Sophia ) AND sell . theme ( x _ 1 , x _ 3 ) AND sell . recipient ( x _ 1 , x _ 9 ) AND melon . nmod . on ( x _ 3 , x _ 6 )"
The sailor gave a champion a rose beside a road .,"* sailor ( x _ 1 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , x _ 4 ) AND give . theme ( x _ 2 , x _ 6 ) AND champion ( x _ 4 ) AND rose ( x _ 6 ) AND rose . nmod . beside ( x _ 6 , x _ 9 ) AND road ( x _ 9 )"
The monkey was rented the donut on the futon beside a statue .,"* monkey ( x _ 1 ) ; * donut ( x _ 5 ) ; * futon ( x _ 8 ) ; rent . recipient ( x _ 3 , x _ 1 ) AND rent . theme ( x _ 3 , x _ 5 ) AND donut . nmod . on ( x _ 5 , x _ 8 ) AND futon . nmod . beside ( x _ 8 , x _ 11 ) AND statue ( x _ 11 )"
A cake was cooked by a girl .,"cake ( x _ 1 ) AND cook . theme ( x _ 3 , x _ 1 ) AND cook . agent ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )"
A baby needed to run .,"baby ( x _ 1 ) AND need . agent ( x _ 2 , x _ 1 ) AND need . xcomp ( x _ 2 , x _ 4 ) AND run . agent ( x _ 4 , x _ 1 )"
Emma thought that a penguin stuttered .,"think . agent ( x _ 1 , Emma ) AND think . ccomp ( x _ 1 , x _ 5 ) AND penguin ( x _ 4 ) AND stutter . agent ( x _ 5 , x _ 4 )"
Isabella cleaned Emma .,"clean . agent ( x _ 1 , Isabella ) AND clean . theme ( x _ 1 , Emma )"
John froze Emma .,"freeze . agent ( x _ 1 , John ) AND freeze . theme ( x _ 1 , Emma )"
The girl found a strawberry in the car .,"* girl ( x _ 1 ) ; * car ( x _ 7 ) ; find . agent ( x _ 2 , x _ 1 ) AND find . theme ( x _ 2 , x _ 4 ) AND strawberry ( x _ 4 ) AND strawberry . nmod . in ( x _ 4 , x _ 7 )"
Emma juggled a cookie .,"juggle . agent ( x _ 1 , Emma ) AND juggle . theme ( x _ 1 , x _ 3 ) AND cookie ( x _ 3 )"
The cat dreamed that Liam slept .,"* cat ( x _ 1 ) ; dream . agent ( x _ 2 , x _ 1 ) AND dream . ccomp ( x _ 2 , x _ 5 ) AND sleep . agent ( x _ 5 , Liam )"
Emma sold a baby the cake in a hole .,"* cake ( x _ 5 ) ; sell . agent ( x _ 1 , Emma ) AND sell . recipient ( x _ 1 , x _ 3 ) AND sell . theme ( x _ 1 , x _ 5 ) AND baby ( x _ 3 ) AND cake . nmod . in ( x _ 5 , x _ 8 ) AND hole ( x _ 8 )"
A girl split .,"girl ( x _ 1 ) AND split . theme ( x _ 2 , x _ 1 )"
The girl served Olivia a sandwich .,"* girl ( x _ 1 ) ; serve . agent ( x _ 2 , x _ 1 ) AND serve . recipient ( x _ 2 , Olivia ) AND serve . theme ( x _ 2 , x _ 5 ) AND sandwich ( x _ 5 )"
The cake was fed to Emma by a pupil .,"* cake ( x _ 1 ) ; feed . theme ( x _ 3 , x _ 1 ) AND feed . recipient ( x _ 3 , Emma ) AND feed . agent ( x _ 3 , x _ 8 ) AND pupil ( x _ 8 )"
A girl was sent a box in the house .,"* house ( x _ 8 ) ; girl ( x _ 1 ) AND send . recipient ( x _ 3 , x _ 1 ) AND send . theme ( x _ 3 , x _ 5 ) AND box ( x _ 5 ) AND box . nmod . in ( x _ 5 , x _ 8 )"
Ava rolled the girl on the table .,"* girl ( x _ 3 ) ; * table ( x _ 6 ) ; roll . agent ( x _ 1 , Ava ) AND roll . theme ( x _ 1 , x _ 3 ) AND girl . nmod . on ( x _ 3 , x _ 6 )"
A cracker was helped .,"cracker ( x _ 1 ) AND help . theme ( x _ 3 , x _ 1 )"
Ava knew .,"know . agent ( x _ 1 , Ava )"
Christopher burned a pumpkin on a stage .,"burn . agent ( x _ 1 , Christopher ) AND burn . theme ( x _ 1 , x _ 3 ) AND pumpkin ( x _ 3 ) AND pumpkin . nmod . on ( x _ 3 , x _ 6 ) AND stage ( x _ 6 )"
The girl was given the cake .,"* girl ( x _ 1 ) ; * cake ( x _ 5 ) ; give . recipient ( x _ 3 , x _ 1 ) AND give . theme ( x _ 3 , x _ 5 )"
A driver appreciated a glue on a table .,"driver ( x _ 1 ) AND appreciate . agent ( x _ 2 , x _ 1 ) AND appreciate . theme ( x _ 2 , x _ 4 ) AND glue ( x _ 4 ) AND glue . nmod . on ( x _ 4 , x _ 7 ) AND table ( x _ 7 )"
Ava helped the cake in the box .,"* cake ( x _ 3 ) ; * box ( x _ 6 ) ; help . agent ( x _ 1 , Ava ) AND help . theme ( x _ 1 , x _ 3 ) AND cake . nmod . in ( x _ 3 , x _ 6 )"
A soap was snapped .,"soap ( x _ 1 ) AND snap . theme ( x _ 3 , x _ 1 )"
walk,"LAMBDA a . LAMBDA e . walk . agent ( e , a )"
A cake was disintegrated .,"cake ( x _ 1 ) AND disintegrate . theme ( x _ 3 , x _ 1 )"
The cat was handed a rose .,"* cat ( x _ 1 ) ; hand . recipient ( x _ 3 , x _ 1 ) AND hand . theme ( x _ 3 , x _ 5 ) AND rose ( x _ 5 )"
Charlotte cooked .,"cook . agent ( x _ 1 , Charlotte )"
Emma gave a girl a soap on the table .,"* table ( x _ 8 ) ; give . agent ( x _ 1 , Emma ) AND give . recipient ( x _ 1 , x _ 3 ) AND give . theme ( x _ 1 , x _ 5 ) AND girl ( x _ 3 ) AND soap ( x _ 5 ) AND soap . nmod . on ( x _ 5 , x _ 8 )"
A drink was offered to a girl .,"drink ( x _ 1 ) AND offer . theme ( x _ 3 , x _ 1 ) AND offer . recipient ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )"
A hero gave Bella the cake in the car .,"* cake ( x _ 5 ) ; * car ( x _ 8 ) ; hero ( x _ 1 ) AND give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , Bella ) AND give . theme ( x _ 2 , x _ 5 ) AND cake . nmod . in ( x _ 5 , x _ 8 )"
A girl was given a donut on the table by Grace .,"* table ( x _ 8 ) ; girl ( x _ 1 ) AND give . recipient ( x _ 3 , x _ 1 ) AND give . theme ( x _ 3 , x _ 5 ) AND give . agent ( x _ 3 , Grace ) AND donut ( x _ 5 ) AND donut . nmod . on ( x _ 5 , x _ 8 )"
The pumpkin was snapped .,"* pumpkin ( x _ 1 ) ; snap . theme ( x _ 3 , x _ 1 )"
A driver liked Emma .,"driver ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , Emma )"
Isabella rolled Ava .,"roll . agent ( x _ 1 , Isabella ) AND roll . theme ( x _ 1 , Ava )"
A bottle was adored by a boy .,"bottle ( x _ 1 ) AND adore . theme ( x _ 3 , x _ 1 ) AND adore . agent ( x _ 3 , x _ 6 ) AND boy ( x _ 6 )"
Harper liked that a girl believed that a banana was burned by a chicken .,"like . agent ( x _ 1 , Harper ) AND like . ccomp ( x _ 1 , x _ 5 ) AND girl ( x _ 4 ) AND believe . agent ( x _ 5 , x _ 4 ) AND believe . ccomp ( x _ 5 , x _ 10 ) AND banana ( x _ 8 ) AND burn . theme ( x _ 10 , x _ 8 ) AND burn . agent ( x _ 10 , x _ 13 ) AND chicken ( x _ 13 )"
A chicken drew the cookie .,"* cookie ( x _ 4 ) ; chicken ( x _ 1 ) AND draw . agent ( x _ 2 , x _ 1 ) AND draw . theme ( x _ 2 , x _ 4 )"
Isabella offered a cake in a room to Liam .,"offer . agent ( x _ 1 , Isabella ) AND offer . theme ( x _ 1 , x _ 3 ) AND offer . recipient ( x _ 1 , Liam ) AND cake ( x _ 3 ) AND cake . nmod . in ( x _ 3 , x _ 6 ) AND room ( x _ 6 )"
A bear hoped that Zoey hoped that Olivia helped a squirrel .,"bear ( x _ 1 ) AND hope . agent ( x _ 2 , x _ 1 ) AND hope . ccomp ( x _ 2 , x _ 5 ) AND hope . agent ( x _ 5 , Zoey ) AND hope . ccomp ( x _ 5 , x _ 8 ) AND help . agent ( x _ 8 , Olivia ) AND help . theme ( x _ 8 , x _ 10 ) AND squirrel ( x _ 10 )"
A girl collapsed Ava .,"girl ( x _ 1 ) AND collapse . agent ( x _ 2 , x _ 1 ) AND collapse . theme ( x _ 2 , Ava )"
A president believed that the leaf was cleaned .,"* leaf ( x _ 5 ) ; president ( x _ 1 ) AND believe . agent ( x _ 2 , x _ 1 ) AND believe . ccomp ( x _ 2 , x _ 7 ) AND clean . theme ( x _ 7 , x _ 5 )"
Ella slept .,"sleep . agent ( x _ 1 , Ella )"
Savannah respected that Emily hoped that the drink was admired .,"* drink ( x _ 7 ) ; respect . agent ( x _ 1 , Savannah ) AND respect . ccomp ( x _ 1 , x _ 4 ) AND hope . agent ( x _ 4 , Emily ) AND hope . ccomp ( x _ 4 , x _ 9 ) AND admire . theme ( x _ 9 , x _ 7 )"
A penguin liked to sleep .,"penguin ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . xcomp ( x _ 2 , x _ 4 ) AND sleep . agent ( x _ 4 , x _ 1 )"
Noah gave a cookie to a boy .,"give . agent ( x _ 1 , Noah ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 6 ) AND cookie ( x _ 3 ) AND boy ( x _ 6 )"
A lawyer liked that a girl walked .,"lawyer ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 6 ) AND girl ( x _ 5 ) AND walk . agent ( x _ 6 , x _ 5 )"
Olivia liked a boy in the room .,"* room ( x _ 6 ) ; like . agent ( x _ 1 , Olivia ) AND like . theme ( x _ 1 , x _ 3 ) AND boy ( x _ 3 ) AND boy . nmod . in ( x _ 3 , x _ 6 )"
James slipped a box in a jar to Ethan .,"slip . agent ( x _ 1 , James ) AND slip . theme ( x _ 1 , x _ 3 ) AND slip . recipient ( x _ 1 , Ethan ) AND box ( x _ 3 ) AND box . nmod . in ( x _ 3 , x _ 6 ) AND jar ( x _ 6 )"
A girl ate the chicken .,"* chicken ( x _ 4 ) ; girl ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 )"
Olivia burned the donut .,"* donut ( x _ 3 ) ; burn . agent ( x _ 1 , Olivia ) AND burn . theme ( x _ 1 , x _ 3 )"
Emma painted the cake in the swamp .,"* cake ( x _ 3 ) ; * swamp ( x _ 6 ) ; paint . agent ( x _ 1 , Emma ) AND paint . theme ( x _ 1 , x _ 3 ) AND cake . nmod . in ( x _ 3 , x _ 6 )"
A cookie was rented to Emma .,"cookie ( x _ 1 ) AND rent . theme ( x _ 3 , x _ 1 ) AND rent . recipient ( x _ 3 , Emma )"
Levi respected that the hat was eaten .,"* hat ( x _ 4 ) ; respect . agent ( x _ 1 , Levi ) AND respect . ccomp ( x _ 1 , x _ 6 ) AND eat . theme ( x _ 6 , x _ 4 )"
Emma loved a cake beside a table .,"love . agent ( x _ 1 , Emma ) AND love . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . beside ( x _ 3 , x _ 6 ) AND table ( x _ 6 )"
Emma sent a game to William .,"send . agent ( x _ 1 , Emma ) AND send . theme ( x _ 1 , x _ 3 ) AND send . recipient ( x _ 1 , William ) AND game ( x _ 3 )"
A poet was lended the potato .,"* potato ( x _ 5 ) ; poet ( x _ 1 ) AND lend . recipient ( x _ 3 , x _ 1 ) AND lend . theme ( x _ 3 , x _ 5 )"
A girl supported that the cake was rolled .,"* cake ( x _ 5 ) ; girl ( x _ 1 ) AND support . agent ( x _ 2 , x _ 1 ) AND support . ccomp ( x _ 2 , x _ 7 ) AND roll . theme ( x _ 7 , x _ 5 )"
A hat was frozen .,"hat ( x _ 1 ) AND freeze . theme ( x _ 3 , x _ 1 )"
A bee ate .,"bee ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 )"
The cake was nursed by William .,"* cake ( x _ 1 ) ; nurse . theme ( x _ 3 , x _ 1 ) AND nurse . agent ( x _ 3 , William )"
A child was offered the donut beside a table by Emma .,"* donut ( x _ 5 ) ; child ( x _ 1 ) AND offer . recipient ( x _ 3 , x _ 1 ) AND offer . theme ( x _ 3 , x _ 5 ) AND offer . agent ( x _ 3 , Emma ) AND donut . nmod . beside ( x _ 5 , x _ 8 ) AND table ( x _ 8 )"
The cat was handed the box on a boat by Abigail .,"* cat ( x _ 1 ) ; * box ( x _ 5 ) ; hand . recipient ( x _ 3 , x _ 1 ) AND hand . theme ( x _ 3 , x _ 5 ) AND hand . agent ( x _ 3 , Abigail ) AND box . nmod . on ( x _ 5 , x _ 8 ) AND boat ( x _ 8 )"
A professor liked that a brick floated .,"professor ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 6 ) AND brick ( x _ 5 ) AND float . theme ( x _ 6 , x _ 5 )"
Dylan was brought the towel by Olivia .,"* towel ( x _ 4 ) ; bring . recipient ( x _ 2 , Dylan ) AND bring . theme ( x _ 2 , x _ 4 ) AND bring . agent ( x _ 2 , Olivia )"
The raisin was liked by Liam .,"* raisin ( x _ 1 ) ; like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , Liam )"
The cake was eaten by Ella .,"* cake ( x _ 1 ) ; eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , Ella )"
A cake was dusted by Emma .,"cake ( x _ 1 ) AND dust . theme ( x _ 3 , x _ 1 ) AND dust . agent ( x _ 3 , Emma )"
Emma was awarded the raisin beside the table .,"* raisin ( x _ 4 ) ; * table ( x _ 7 ) ; award . recipient ( x _ 2 , Emma ) AND award . theme ( x _ 2 , x _ 4 ) AND raisin . nmod . beside ( x _ 4 , x _ 7 )"
A box was drawn by the girl .,"* girl ( x _ 6 ) ; box ( x _ 1 ) AND draw . theme ( x _ 3 , x _ 1 ) AND draw . agent ( x _ 3 , x _ 6 )"
A molecule was liked by Theodore .,"molecule ( x _ 1 ) AND like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , Theodore )"
The crown was painted by Emma .,"* crown ( x _ 1 ) ; paint . theme ( x _ 3 , x _ 1 ) AND paint . agent ( x _ 3 , Emma )"
William gave the block to Emma .,"* block ( x _ 3 ) ; give . agent ( x _ 1 , William ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , Emma )"
A donut was cleaned by the horse .,"* horse ( x _ 6 ) ; donut ( x _ 1 ) AND clean . theme ( x _ 3 , x _ 1 ) AND clean . agent ( x _ 3 , x _ 6 )"
The hat was liked .,"* hat ( x _ 1 ) ; like . theme ( x _ 3 , x _ 1 )"
The cat ate .,"* cat ( x _ 1 ) ; eat . agent ( x _ 2 , x _ 1 )"
Liam laughed .,"laugh . agent ( x _ 1 , Liam )"
James enlarged .,"enlarge . theme ( x _ 1 , James )"
The donut was lended to a student by the horse .,"* donut ( x _ 1 ) ; * horse ( x _ 9 ) ; lend . theme ( x _ 3 , x _ 1 ) AND lend . recipient ( x _ 3 , x _ 6 ) AND lend . agent ( x _ 3 , x _ 9 ) AND student ( x _ 6 )"
A cake was nursed by Ava .,"cake ( x _ 1 ) AND nurse . theme ( x _ 3 , x _ 1 ) AND nurse . agent ( x _ 3 , Ava )"
A drink was rented to the dog by Jackson .,"* dog ( x _ 6 ) ; drink ( x _ 1 ) AND rent . theme ( x _ 3 , x _ 1 ) AND rent . recipient ( x _ 3 , x _ 6 ) AND rent . agent ( x _ 3 , Jackson )"
James nursed the girl .,"* girl ( x _ 3 ) ; nurse . agent ( x _ 1 , James ) AND nurse . theme ( x _ 1 , x _ 3 )"
The king cleaned .,"* king ( x _ 1 ) ; clean . agent ( x _ 2 , x _ 1 )"
A dog juggled .,"dog ( x _ 1 ) AND juggle . agent ( x _ 2 , x _ 1 )"
A butterfly slept .,"butterfly ( x _ 1 ) AND sleep . agent ( x _ 2 , x _ 1 )"
The girl intended to hunt .,"* girl ( x _ 1 ) ; intend . agent ( x _ 2 , x _ 1 ) AND intend . xcomp ( x _ 2 , x _ 4 ) AND hunt . agent ( x _ 4 , x _ 1 )"
Liam was given the drink .,"* drink ( x _ 4 ) ; give . recipient ( x _ 2 , Liam ) AND give . theme ( x _ 2 , x _ 4 )"
A horse yearned to clean .,"horse ( x _ 1 ) AND yearn . agent ( x _ 2 , x _ 1 ) AND yearn . xcomp ( x _ 2 , x _ 4 ) AND clean . agent ( x _ 4 , x _ 1 )"
Emma noticed that the girl appreciated that a cake was admired by a boy .,"* girl ( x _ 4 ) ; notice . agent ( x _ 1 , Emma ) AND notice . ccomp ( x _ 1 , x _ 5 ) AND appreciate . agent ( x _ 5 , x _ 4 ) AND appreciate . ccomp ( x _ 5 , x _ 10 ) AND cake ( x _ 8 ) AND admire . theme ( x _ 10 , x _ 8 ) AND admire . agent ( x _ 10 , x _ 13 ) AND boy ( x _ 13 )"
